grid,benchmark,variant,successful_seeds,required_seeds,failed_seeds,missing_seeds,comp_res_hpwl_mean,comp_res_hpwl_std,rudy_peak_mean,rudy_peak_std,rudy_top5_mean_mean,rudy_top5_mean_std,wall_seconds_mean,complete
448,superblue1,linkplace-m,5,5,0,0,103735839.53571424,113068.30460290826,0.00023441959071306321,9.991245647703972e-06,8.237510130542334e-06,7.403906181652576e-09,7769.282717704773,True
448,superblue3,linkplace-m,5,5,0,0,261269709.14285737,1201491.3757801086,0.0004794341528380956,0.00010397601239348584,1.5848208001395928e-05,6.69137275205429e-08,7761.2962470531465,True
448,superblue4,linkplace-m,5,5,0,0,155102486.0,1210537.7466373802,0.0008215366766629659,0.00013911918776364642,2.8527938182815398e-05,2.0853985363742187e-07,7801.983259630203,True
448,superblue5,linkplace-m,5,5,0,0,725842039.5357132,8791145.828998817,0.0006165774422305913,1.9919405177637146e-05,4.2591495688205854e-05,4.978161066627169e-07,7840.627930784225,True
448,superblue7,linkplace-m,5,5,0,0,242657418.0000001,322923.8575362981,0.0007432687258535691,8.435160219463744e-05,3.574444416308499e-05,7.605000806639806e-08,7823.126839447022,True
448,superblue10,linkplace-m,5,5,0,0,88732068.62500007,206830.47261302077,0.0002508234589466396,9.04036868999091e-06,7.5867483601451906e-06,1.7579498742718654e-08,7769.874713945389,True
448,superblue16,linkplace-m,5,5,0,0,204625465.67857125,2348254.175887908,0.00037961696805811023,3.4110662541763745e-05,3.5923361029030376e-05,4.394464501493173e-07,7877.660845041275,True
448,superblue18,linkplace-m,5,5,0,0,83988825.91071436,812486.3958610792,0.0004240704338956592,2.288797536040098e-05,2.1939077312968715e-05,1.7244293199009972e-07,7756.6133580207825,True
